ID,G3E_FID,CD_SSDW,DEVICE_TYPE,CD_SSXL,NODE1_ID,NODE2_ID
7587,13423606,万江供电分局,站房引线,万江F22上甲线,8554647,8554665
1196,11697102,万江供电分局,10kV开关,万江F22上甲线,8558224,11709796
1197,11697103,万江供电分局,10kV开关,万江F22上甲线,9136362,8558330
1199,11697105,万江供电分局,站房电缆头,万江F22上甲线,11709796,11709797
1198,11697104,万江供电分局,10kV开关,万江F22上甲线,9136363,8558278
1205,11697111,万江供电分局,站房接地刀闸,万江F22上甲线,8558330,0
1212,11701039,万江供电分局,10kV电缆,万江F22上甲线,8558102,8558110
1211,11699848,万江供电分局,10kV电缆,万江F22上甲线,8557945,8557963
1213,11701332,万江供电分局,高压表,万江F22上甲线,8557868,8557881
1215,11701637,万江供电分局,10kV开关,万江F22上甲线,8557523,8557535
1214,11701635,万江供电分局,10kV开关,万江F22上甲线,8557535,8557546
1207,11699635,万江供电分局,站房母线,万江F22上甲线,8557990,8557990
1206,11697112,万江供电分局,站房接地刀闸,万江F22上甲线,8558278,0
1208,11699143,万江供电分局,计量柜,万江F22上甲线,8557893,8557931
1210,11699296,万江供电分局,站房电缆头,万江F22上甲线,8557963,8557979
1209,11699288,万江供电分局,站房电缆头,万江F22上甲线,8557931,8557945
862,11678174,万江供电分局,变压器,万江F22上甲线,8552489,0
861,11678173,万江供电分局,站房电缆头,万江F22上甲线,8552384,8552399
845,11695121,万江供电分局,10kV电缆,万江F22上甲线,8557055,8557069
802,11678923,万江供电分局,站房母线,万江F22上甲线,8553510,8553510
801,11670670,万江供电分局,计量柜,万江F22上甲线,8553670,8553716
716,11694032,万江供电分局,站房电缆头,万江F22上甲线,8557069,8557108
756,11671967,万江供电分局,10kV开关,万江F22上甲线,8554956,8554971
800,11672225,万江供电分局,高压表,万江F22上甲线,8554946,8554956
860,11678172,万江供电分局,站房电缆头,万江F22上甲线,8552473,8552489
843,11713759,万江供电分局,10kV开关,万江F22上甲线,10141813,10141811
859,11678171,万江供电分局,站房电缆头,万江F22上甲线,8552438,8552465
863,11678177,万江供电分局,站房接地刀闸,万江F22上甲线,8552333,0
857,11678169,万江供电分局,站房电缆头,万江F22上甲线,8552257,8552274
858,11678170,万江供电分局,站房电缆头,万江F22上甲线,8552333,8552363
853,11674073,万江供电分局,高压表,万江F22上甲线,8554665,10141781
834,11695269,万江供电分局,10kV导线,万江F22上甲线,8557150,8557207
803,11670840,万江供电分局,站房引线,万江F22上甲线,8553756,8553766
806,11678776,万江供电分局,高压表,万江F22上甲线,8552274,8552292
804,11670875,万江供电分局,站房电缆头,万江F22上甲线,8553740,8553756
9590,19526421,万江供电分局,10kV导线,万江F22上甲线,10377038,10377072
9591,19526805,万江供电分局,10kV开关,万江F22上甲线,10377072,10377076
736,11673239,万江供电分局,变压器,万江F22上甲线,10141779,0
855,11678167,万江供电分局,10kV开关,万江F22上甲线,9135636,8552333
9592,19526908,万江供电分局,站房电缆头,万江F22上甲线,10377078,10377079
9600,19527500,万江供电分局,10kV导线,万江F22上甲线,10377038,9171660
799,11671640,万江供电分局,10kV电缆,万江F22上甲线,8553830,8553848
9593,19526909,万江供电分局,变压器,万江F22上甲线,10377083,0
9599,19527419,万江供电分局,高压表,万江F22上甲线,10377079,10377081
718,11673667,万江供电分局,站房电缆头,万江F22上甲线,8554551,8554579
849,11677178,万江供电分局,高压表,万江F22上甲线,8553205,8553221
850,11677243,万江供电分局,高压表,万江F22上甲线,8553634,8553652
717,11672702,万江供电分局,变压器,万江F22上甲线,10141784,0
848,11677045,万江供电分局,站房电缆头,万江F22上甲线,8553076,8553205
851,11676901,万江供电分局,变压器,万江F22上甲线,8553239,0
9588,19526892,万江供电分局,10kV电缆,万江F22上甲线,10377077,10377078
9589,19526902,万江供电分局,10kV开关,万江F22上甲线,10377081,10377083
852,11676970,万江供电分局,10kV开关,万江F22上甲线,8553221,8553239
9587,19526886,万江供电分局,10kV电缆终端头,万江F22上甲线,10377076,10377077
814,11673440,万江供电分局,10kV开关,万江F22上甲线,10141786,10141784
9261,19154689,万江供电分局,站房引线,万江F22上甲线,10141811,10141810
765,11672075,万江供电分局,站房电缆头,万江F22上甲线,8554929,8554946
864,11680165,万江供电分局,10kV电缆,万江F22上甲线,8554917,8554929
820,11669948,万江供电分局,站房母线,万江F22上甲线,8553670,8553670
815,11673488,万江供电分局,10kV开关,万江F22上甲线,10141781,10141779
856,11678168,万江供电分局,10kV开关,万江F22上甲线,9135649,8552438
865,11678178,万江供电分局,站房接地刀闸,万江F22上甲线,8552438,0
832,11689544,万江供电分局,10kV电缆终端头,万江F22上甲线,9911732,8552949
854,11678165,万江供电分局,站房母线,万江F22上甲线,8552304,8552304
816,11678425,万江供电分局,计量柜,万江F22上甲线,8552399,8552414
821,11669951,万江供电分局,10kV开关,万江F22上甲线,9135380,8553798
827,11669959,万江供电分局,变压器,万江F22上甲线,8553865,0
828,11669961,万江供电分局,站房接地刀闸,万江F22上甲线,8553798,0
826,11669957,万江供电分局,站房电缆头,万江F22上甲线,8553848,8553865
824,11669955,万江供电分局,站房电缆头,万江F22上甲线,8553604,8553634
825,11669956,万江供电分局,站房电缆头,万江F22上甲线,8553716,8553728
831,11671293,万江供电分局,10kV电缆,万江F22上甲线,8553728,8553740
823,11669954,万江供电分局,站房电缆头,万江F22上甲线,8553798,8553830
822,11669952,万江供电分局,10kV开关,万江F22上甲线,8553652,9135341
830,11671062,万江供电分局,站房母线,万江F22上甲线,8553766,8553766
829,11669963,万江供电分局,站房接地刀闸,万江F22上甲线,8553652,0
470,11612119,万江供电分局,10kV导线,万江F23杨屋线,8528016,9177960
497,11635124,万江供电分局,站房电缆头,万江F23杨屋线,11650659,10184080
468,11611220,万江供电分局,10kV导线,万江F23杨屋线,9177917,9177935
469,11612067,万江供电分局,10kV导线,万江F23杨屋线,8528051,8528016
478,11612590,万江供电分局,10kV导线,万江F23杨屋线,8530524,11650694
484,11620185,万江供电分局,变压器,万江F23杨屋线,10090484,10127069
477,11612576,万江供电分局,10kV电缆终端头,万江F23杨屋线,9911470,8530931
10674,20208704,万江供电分局,10kV电缆中间接头,万江F23杨屋线,0,0
476,11612563,万江供电分局,10kV导线,万江F23杨屋线,9178024,8530920
482,11612661,万江供电分局,10kV导线,万江F23杨屋线,8530167,8530198
483,11625644,万江供电分局,10kV电缆,万江F23杨屋线,11601814,10090552
481,11612641,万江供电分局,10kV电缆终端头,万江F23杨屋线,8530414,8530426
479,11612610,万江供电分局,10kV电缆终端头,万江F23杨屋线,11650694,8530567
480,11612628,万江供电分局,10kV导线,万江F23杨屋线,8530390,10141251
496,11635123,万江供电分局,站房电缆头,万江F23杨屋线,10182997,10182992
495,11635121,万江供电分局,10kV开关,万江F23杨屋线,9134132,8530711
473,11612364,万江供电分局,10kV导线,万江F23杨屋线,8530167,9177992
471,11612199,万江供电分局,10kV导线,万江F23杨屋线,8528565,8529754
472,11612300,万江供电分局,10kV导线,万江F23杨屋线,8529985,8530167
474,11612401,万江供电分局,10kV导线,万江F23杨屋线,8530390,8530524
475,11612472,万江供电分局,10kV导线,万江F23杨屋线,8530524,9178003
491,11624943,万江供电分局,站房电缆头,万江F23杨屋线,10090552,10090539
494,11635120,万江供电分局,10kV开关,万江F23杨屋线,10184080,10184087
492,11624947,万江供电分局,变压器,万江F23杨屋线,10090541,10159819
498,11635126,万江供电分局,站房电缆头,万江F23杨屋线,8530711,8530729
316,16583180,万江供电分局,10kV断连,万江F23杨屋线,9177890,9177897
317,16583262,万江供电分局,10kV断连,万江F23杨屋线,9177824,9177829
314,16582898,万江供电分局,10kV断连,万江F23杨屋线,9177850,9177854
315,16583142,万江供电分局,10kV断连,万江F23杨屋线,9177869,9177873
12591,11626844,万江供电分局,10kV开关,万江F23杨屋线,8529535,9133849
12592,11626843,万江供电分局,10kV开关,万江F23杨屋线,9133848,8529562
12208,32761508,万江供电分局,10kV开关,万江F23杨屋线,11546536,11546537
12209,32761509,万江供电分局,站房电缆头,万江F23杨屋线,11546537,11546538
674,11637637,万江供电分局,10kV开关,万江F23杨屋线,9134241,8531530
567,11635119,万江供电分局,10kV开关,万江F23杨屋线,10183006,10182997
10818,24590318,万江供电分局,站房电缆头,万江F23杨屋线,11182917,11182918
10817,24590313,万江供电分局,站房母线,万江F23杨屋线,11182917,11182917
570,11635470,万江供电分局,10kV电缆,万江F23杨屋线,8530729,8582708
7362,19041139,万江供电分局,站房接地刀闸,万江F23杨屋线,10090409,0
568,11631151,万江供电分局,站房电缆头,万江F23杨屋线,8530291,9511292
569,11635353,万江供电分局,站房母线,万江F23杨屋线,10184089,10184089
12593,11626884,万江供电分局,10kV开关,万江F23杨屋线,9133850,8529580
502,11635135,万江供电分局,站房接地刀闸,万江F23杨屋线,8530711,0
11134,24590995,万江供电分局,站房引线,万江F23杨屋线,11183031,11183034
503,11621769,万江供电分局,10kV开关,万江F23杨屋线,10100324,8536086
7573,16587720,万江供电分局,10kV导线,万江F23杨屋线,9178008,9178016
500,11635132,万江供电分局,站房接地刀闸,万江F23杨屋线,10182997,0
499,11635128,万江供电分局,站房电缆头,万江F23杨屋线,8582708,8582698
12210,32761510,万江供电分局,站房接地刀闸,万江F23杨屋线,11546537,0
501,11635134,万江供电分局,站房接地刀闸,万江F23杨屋线,10184080,0
11136,24591015,万江供电分局,10kV导线,万江F23杨屋线,11183097,11183548
11135,24591001,万江供电分局,10kV电缆,万江F23杨屋线,11183630,11183631
12594,17693428,万江供电分局,站房接地刀闸,万江F23杨屋线,8529535,0
11137,24591019,万江供电分局,10kV开关,万江F23杨屋线,11183548,11351514
7571,16586828,万江供电分局,10kV导线,万江F23杨屋线,9177940,8528051
7572,16587013,万江供电分局,10kV导线,万江F23杨屋线,9177966,8528565
12595,17693430,万江供电分局,站房接地刀闸,万江F23杨屋线,8529562,0
12596,17693432,万江供电分局,站房接地刀闸,万江F23杨屋线,8529580,0
11036,24590314,万江供电分局,10kV开关,万江F23杨屋线,11183556,11182917
447,11617474,万江供电分局,站房母线,万江F23杨屋线,8528373,8528373
11038,24590316,万江供电分局,10kV开关,万江F23杨屋线,11646938,11182920
11037,24590315,万江供电分局,10kV开关,万江F23杨屋线,11646931,11182919
374,11612679,万江供电分局,10kV电缆终端头,万江F23杨屋线,8530198,8530209
378,11610589,万江供电分局,10kV电缆终端头,万江F23杨屋线,8527890,8527903
379,11610627,万江供电分局,10kV导线,万江F23杨屋线,8527903,9177890
376,11610516,万江供电分局,10kV电缆终端头,万江F23杨屋线,8527865,8527879
377,11610547,万江供电分局,10kV电缆,万江F23杨屋线,8527879,8527890
11039,24590317,万江供电分局,10kV开关,万江F23杨屋线,11646926,11182921
7903,16478907,万江供电分局,站房引线,万江F23杨屋线,8530969,9134239
7904,16478908,万江供电分局,站房引线,万江F23杨屋线,8530969,9134240
7901,16478847,万江供电分局,站房引线,万江F23杨屋线,9134177,9506321
7902,16478906,万江供电分局,站房引线,万江F23杨屋线,8530969,9134238
7905,16478909,万江供电分局,站房引线,万江F23杨屋线,8530969,9134241
7910,16478958,万江供电分局,站房引线,万江F23杨屋线,8531214,11499786
7911,16478959,万江供电分局,站房引线,万江F23杨屋线,8531214,11499787
7908,16478956,万江供电分局,站房引线,万江F23杨屋线,8531214,10675939
7909,16478957,万江供电分局,站房引线,万江F23杨屋线,8531214,11499785
11020,24590382,万江供电分局,站房引线,万江F23杨屋线,11182917,11183556
7959,16478436,万江供电分局,站房引线,万江F23杨屋线,10090495,10090492
7967,16478473,万江供电分局,站房引线,万江F23杨屋线,10090536,10090532
7951,16478161,万江供电分局,站房引线,万江F23杨屋线,8528373,9133493
7957,16478325,万江供电分局,站房引线,万江F23杨屋线,8529123,9133657
7970,16478573,万江供电分局,站房引线,万江F23杨屋线,8529856,9133905
7973,16478679,万江供电分局,站房引线,万江F23杨屋线,8530254,9134011
7974,16478680,万江供电分局,站房引线,万江F23杨屋线,8530254,9134012
7971,16478574,万江供电分局,站房引线,万江F23杨屋线,8529856,9133906
7972,16478678,万江供电分局,站房引线,万江F23杨屋线,8530254,9134010
7950,16478160,万江供电分局,站房引线,万江F23杨屋线,8528373,9133492
11017,24590386,万江供电分局,站房引线,万江F23杨屋线,11182917,11646931
398,11612702,万江供电分局,10kV导线,万江F23杨屋线,8529985,8530012
11019,24590388,万江供电分局,站房引线,万江F23杨屋线,11182917,11646926
11018,24590387,万江供电分局,站房引线,万江F23杨屋线,11182917,11646938
399,11612710,万江供电分局,10kV电缆终端头,万江F23杨屋线,8530012,8530022
402,11612774,万江供电分局,10kV导线,万江F23杨屋线,8528565,8528599
7949,16478159,万江供电分局,站房引线,万江F23杨屋线,8528373,9133491
400,11612732,万江供电分局,10kV导线,万江F23杨屋线,8529985,8529792
401,11612741,万江供电分局,10kV电缆终端头,万江F23杨屋线,8529792,8529805
12358,32761522,万江供电分局,10kV导线,万江F23杨屋线,9178003,11546529
12357,32761521,万江供电分局,10kV电缆,万江F23杨屋线,11546531,11546516
12360,32761513,万江供电分局,站房引线,万江F23杨屋线,11546533,11546534
12359,32761512,万江供电分局,站房电缆头,万江F23杨屋线,11546516,11546532
673,11637635,万江供电分局,10kV开关,万江F23杨屋线,9134239,8530988
12355,32761516,万江供电分局,站房电缆头,万江F23杨屋线,11546539,11546540
12354,32761515,万江供电分局,变压器,万江F23杨屋线,11546540,0
464,11610702,万江供电分局,10kV导线,万江F23杨屋线,9177897,9177824
12356,32761520,万江供电分局,10kV电缆,万江F23杨屋线,11546538,11546539
12361,32761514,万江供电分局,站房母线,万江F23杨屋线,11546534,11546534
465,11610769,万江供电分局,10kV开关,万江F23杨屋线,8527926,8527942
11133,24590960,万江供电分局,变压器,万江F23杨屋线,11183632,11300735
467,11610893,万江供电分局,10kV导线,万江F23杨屋线,8527957,9177914
466,11610809,万江供电分局,10kV开关,万江F23杨屋线,8527942,8527957
11131,24590993,万江供电分局,站房引线,万江F23杨屋线,11183031,11183624
12363,32761524,万江供电分局,10kV电缆终端头,万江F23杨屋线,11546530,11546531
12362,32761523,万江供电分局,10kV开关,万江F23杨屋线,11546529,11546530
11130,24590989,万江供电分局,站房引线,万江F23杨屋线,11499790,11183031
12364,32761525,万江供电分局,高压表,万江F23杨屋线,11546532,11546533
12353,32761511,万江供电分局,站房引线,万江F23杨屋线,11546534,11546536
7857,16584837,万江供电分局,10kV断连,万江F23杨屋线,9178016,9178024
7858,16584841,万江供电分局,10kV断连,万江F23杨屋线,9178040,9178043
7855,16584699,万江供电分局,10kV断连,万江F23杨屋线,9177992,8530390
7856,16584741,万江供电分局,10kV断连,万江F23杨屋线,9178003,9178008
7872,16478798,万江供电分局,站房引线,万江F23杨屋线,10184089,10183006
7899,16478845,万江供电分局,站房引线,万江F23杨屋线,8530805,9134177
7900,16478846,万江供电分局,站房引线,万江F23杨屋线,9134177,10172528
7873,16478799,万江供电分局,站房引线,万江F23杨屋线,10184087,10184089
7874,16478800,万江供电分局,站房引线,万江F23杨屋线,10184089,9134132
7854,16583632,万江供电分局,10kV断连,万江F23杨屋线,8529754,8529985
671,11636638,万江供电分局,站房母线,万江F23杨屋线,9134177,9134177
5765,17550980,万江供电分局,站房引线,万江F23杨屋线,8529856,9381354
463,11610460,万江供电分局,10kV开关,万江F23杨屋线,8527848,8527865
672,11637634,万江供电分局,10kV开关,万江F23杨屋线,8530955,9134238
7757,16583315,万江供电分局,10kV断连,万江F23杨屋线,9177914,9177917
11087,24590969,万江供电分局,站房电缆头,万江F23杨屋线,11183632,11183631
7853,16583524,万江供电分局,10kV断连,万江F23杨屋线,9177960,9177966
7836,16584846,万江供电分局,10kV断连,万江F23杨屋线,9178056,11183097
7840,16583410,万江供电分局,10kV断连,万江F23杨屋线,9177935,9177940
10819,24590319,万江供电分局,站房电缆头,万江F23杨屋线,11182919,11183563
694,11638604,万江供电分局,站房接地刀闸,万江F23杨屋线,11415195,0
10634,11626342,万江供电分局,10kV电缆终端头,万江F23杨屋线,8529465,8529478
693,11638603,万江供电分局,站房接地刀闸,万江F23杨屋线,10675938,0
292,17702574,万江供电分局,站房引线,万江F23杨屋线,10090452,10090455
692,11638602,万江供电分局,站房电缆头,万江F23杨屋线,11415198,0
527,11627510,万江供电分局,站房电缆头,万江F23杨屋线,8529824,8529840
528,11627512,万江供电分局,站房电缆头,万江F23杨屋线,8529953,8536139
526,11627508,万江供电分局,站房电缆头,万江F23杨屋线,8529905,8529932
524,11627505,万江供电分局,10kV开关,万江F23杨屋线,8529840,9133906
525,11627507,万江供电分局,站房电缆头,万江F23杨屋线,9381337,0
435,11617208,万江供电分局,10kV开关,万江F23杨屋线,9133492,8528410
433,11616756,万江供电分局,站房电缆头,万江F23杨屋线,10090409,10032564
521,11627503,万江供电分局,10kV开关,万江F23杨屋线,9133905,8529905
691,11638601,万江供电分局,站房电缆头,万江F23杨屋线,11415196,0
6577,13396218,万江供电分局,10kV电缆,万江F23杨屋线,9368478,10675937
690,11638600,万江供电分局,站房电缆头,万江F23杨屋线,10675938,10675937
11269,24592048,万江供电分局,站房接地刀闸,万江F23杨屋线,11182917,0
434,11617207,万江供电分局,10kV开关,万江F23杨屋线,8528335,9133491
11270,24592051,万江供电分局,站房接地刀闸,万江F23杨屋线,11182919,0
522,11632245,万江供电分局,站房母线,万江F23杨屋线,8530254,8530254
11271,24592052,万江供电分局,站房接地刀闸,万江F23杨屋线,11182920,0
529,11627514,万江供电分局,变压器,万江F23杨屋线,8536139,9710472
1637,16586176,万江供电分局,10kV导线,万江F23杨屋线,9177829,8527926
293,17702575,万江供电分局,站房引线,万江F23杨屋线,10090455,10090474
546,11632076,万江供电分局,10kV开关,万江F23杨屋线,9134012,8530365
544,11632074,万江供电分局,10kV开关,万江F23杨屋线,8530238,9134010
545,11632075,万江供电分局,10kV开关,万江F23杨屋线,9134011,8530273
12745,33685421,万江供电分局,站房母线,万江F23杨屋线,11650638,11650638
12746,33685400,万江供电分局,PT柜,万江F23杨屋线,11650669,0
12744,33685388,万江供电分局,站房母线,万江F23杨屋线,11650676,11650676
12742,33170558,万江供电分局,10kV电缆中间接头,万江F23杨屋线,0,0
12743,33170559,万江供电分局,10kV电缆,万江F23杨屋线,8529237,11601814
543,11631407,万江供电分局,10kV电缆,万江F23杨屋线,8530209,8530223
540,11629913,万江供电分局,10kV电缆,万江F23杨屋线,8530022,8530032
695,11638605,万江供电分局,站房接地刀闸,万江F23杨屋线,11415196,0
532,11627517,万江供电分局,站房接地刀闸,万江F23杨屋线,8529840,0
530,11627515,万江供电分局,站房接地刀闸,万江F23杨屋线,9381337,0
531,11627516,万江供电分局,站房接地刀闸,万江F23杨屋线,8529905,0
439,11617211,万江供电分局,站房电缆头,万江F23杨屋线,8528316,8528335
12719,34203509,万江供电分局,10kV导线,万江F23杨屋线,9177850,11735774
438,11617209,万江供电分局,10kV开关,万江F23杨屋线,9133493,8528528
436,11616759,万江供电分局,变压器,万江F23杨屋线,10032557,10520954
437,11616902,万江供电分局,10kV电缆,万江F23杨屋线,8528155,10032610
12826,19119722,万江供电分局,高压表,万江F23杨屋线,8531102,10100788
10600,11626845,万江供电分局,站房电缆头,万江F23杨屋线,8529580,8529586
10610,11627183,万江供电分局,10kV电缆,万江F23杨屋线,8529512,8529525
10601,11626846,万江供电分局,站房电缆头,万江F23杨屋线,8529562,9506262
6500,13398350,万江供电分局,变压器,万江F23杨屋线,10090529,10097286
506,11626471,万江供电分局,10kV导线,万江F23杨屋线,8529492,8529621
10612,20202826,万江供电分局,10kV电缆,万江F23杨屋线,10675930,10675931
10611,11626847,万江供电分局,变压器,万江F23杨屋线,9506289,9848261
504,11621771,万江供电分局,站房电缆头,万江F23杨屋线,8529180,8529196
505,11621773,万江供电分局,变压器,万江F23杨屋线,8536086,0
10609,11627087,万江供电分局,10kV电缆,万江F23杨屋线,8529586,9506242
10603,17677325,万江供电分局,站房电缆头,万江F23杨屋线,9506242,9506289
10604,11626951,万江供电分局,站房母线,万江F23杨屋线,8529542,8529542
10602,11626996,万江供电分局,站房电缆头,万江F23杨屋线,8529525,8529535
2115,11929874,万江供电分局,10kV电缆,万江F23杨屋线,8582093,8527781
2114,11929849,万江供电分局,10kV导线,万江F23杨屋线,8527800,9177850
10607,16478518,万江供电分局,站房引线,万江F23杨屋线,8529542,9133850
10608,11626257,万江供电分局,10kV电缆,万江F23杨屋线,8529276,8529465
10606,16478517,万江供电分局,站房引线,万江F23杨屋线,8529542,9133849
2113,11929834,万江供电分局,10kV电缆终端头,万江F23杨屋线,8527781,8527800
10605,16478516,万江供电分局,站房引线,万江F23杨屋线,8529542,9133848
507,11622255,万江供电分局,10kV电缆,万江F23杨屋线,8529168,8529180
516,11629269,万江供电分局,变压器,万江F23杨屋线,10090420,10081325
520,11627502,万江供电分局,10kV开关,万江F23杨屋线,9381354,9381337
515,11629268,万江供电分局,变压器,万江F23杨屋线,10090425,10109105
513,11629259,万江供电分局,10kV开关,万江F23杨屋线,10090426,10090425
514,11629260,万江供电分局,10kV开关,万江F23杨屋线,10090424,10090420
11272,24592053,万江供电分局,站房接地刀闸,万江F23杨屋线,11182921,0
6574,13396208,万江供电分局,10kV电缆,万江F23杨屋线,9368491,9368498
689,11638599,万江供电分局,站房电缆头,万江F23杨屋线,11697723,11499785
11275,24591051,万江供电分局,10kV电缆,万江F23杨屋线,11183603,11499792
688,11638598,万江供电分局,10kV开关,万江F23杨屋线,11499787,11415198
687,11638597,万江供电分局,10kV开关,万江F23杨屋线,11499786,11415196
509,11626604,万江供电分局,10kV电缆终端头,万江F23杨屋线,8529621,8529512
510,11628103,万江供电分局,10kV电缆,万江F23杨屋线,8529805,8529824
683,11637777,万江供电分局,站房母线,万江F23杨屋线,8530969,8530969
508,11626358,万江供电分局,10kV导线,万江F23杨屋线,8529478,9178078
682,11637646,万江供电分局,站房接地刀闸,万江F23杨屋线,8531145,0
685,11638595,万江供电分局,10kV开关,万江F23杨屋线,10675939,10675938
686,11638596,万江供电分局,10kV开关,万江F23杨屋线,11499785,11415195
512,11629258,万江供电分局,10kV开关,万江F23杨屋线,10090418,10090432
511,11628024,万江供电分局,10kV电缆,万江F23杨屋线,8529932,8529953
684,11638229,万江供电分局,10kV电缆,万江F23杨屋线,8530931,8530942
680,11637644,万江供电分局,站房接地刀闸,万江F23杨屋线,8530988,0
679,11637642,万江供电分局,站房接地刀闸,万江F23杨屋线,8530955,0
556,11620791,万江供电分局,站房电缆头,万江F23杨屋线,8529075,8529092
554,11620789,万江供电分局,站房电缆头,万江F23杨屋线,8529263,8529276
555,11620790,万江供电分局,站房电缆头,万江F23杨屋线,8529142,8529168
678,11637641,万江供电分局,站房电缆头,万江F23杨屋线,8531145,9368491
677,11637640,万江供电分局,站房电缆头,万江F23杨屋线,8531530,9368478
441,11617214,万江供电分局,站房电缆头,万江F23杨屋线,8528528,0
557,11620795,万江供电分局,站房接地刀闸,万江F23杨屋线,8529092,0
558,11621067,万江供电分局,站房引线,万江F23杨屋线,8529123,8529223
6885,16478610,万江供电分局,站房引线,万江F23杨屋线,10090432,10090424
431,11616752,万江供电分局,10kV开关,万江F23杨屋线,10109101,10109103
681,11637645,万江供电分局,站房接地刀闸,万江F23杨屋线,8531530,0
12781,33685408,万江供电分局,站房接地刀闸,万江F23杨屋线,11650651,0
12783,33685406,万江供电分局,变压器,万江F23杨屋线,11650908,11651173
432,11616753,万江供电分局,10kV开关,万江F23杨屋线,10090405,10090409
6866,19041177,万江供电分局,站房引线,万江F23杨屋线,10032604,10032579
553,11620788,万江供电分局,站房电缆头,万江F23杨屋线,8529223,8529237
552,11620787,万江供电分局,10kV开关,万江F23杨屋线,8529092,9133657
12780,33685398,万江供电分局,站房接地刀闸,万江F23杨屋线,11650667,0
551,11621057,万江供电分局,站房引线,万江F23杨屋线,8529123,8529142
676,11637639,万江供电分局,站房电缆头,万江F23杨屋线,8530942,8530955
443,11617217,万江供电分局,变压器,万江F23杨屋线,8535964,10072002
294,17702576,万江供电分局,站房引线,万江F23杨屋线,10090455,10090467
442,11617215,万江供电分局,站房电缆头,万江F23杨屋线,8528469,8535964
7209,19041179,万江供电分局,站房引线,万江F23杨屋线,10032579,10090405
7210,19041187,万江供电分局,10kV电缆,万江F23杨屋线,10032564,10032559
10821,24590321,万江供电分局,站房电缆头,万江F23杨屋线,11182921,11183606
10820,24590320,万江供电分局,站房电缆头,万江F23杨屋线,11182920,11183603
446,11617221,万江供电分局,站房接地刀闸,万江F23杨屋线,8528528,0
444,11617219,万江供电分局,站房接地刀闸,万江F23杨屋线,8528335,0
445,11617220,万江供电分局,站房接地刀闸,万江F23杨屋线,8528410,0
7208,19041178,万江供电分局,站房引线,万江F23杨屋线,10032579,10109101
560,11621374,万江供电分局,10kV电缆,万江F23杨屋线,11183606,8529075
561,11624117,万江供电分局,10kV开关,万江F23杨屋线,10090499,10090495
559,11621085,万江供电分局,站房引线,万江F23杨屋线,8529123,8529263
9755,11635131,万江供电分局,变压器,万江F23杨屋线,8582698,9948459
675,11637638,万江供电分局,站房电缆头,万江F23杨屋线,8530988,11485219
565,11624937,万江供电分局,10kV开关,万江F23杨屋线,10090532,10090529
566,11624938,万江供电分局,10kV开关,万江F23杨屋线,10090539,10090536
564,11624936,万江供电分局,10kV开关,万江F23杨屋线,10090544,10090541
562,11624164,万江供电分局,10kV开关,万江F23杨屋线,10090492,10090488
563,11624349,万江供电分局,站房电缆头,万江F23杨屋线,8528863,10090499
11228,24590868,万江供电分局,站房母线,万江F23杨屋线,11183031,11183031
12750,33685375,万江供电分局,站房电缆头,万江F23杨屋线,11650682,11650683
11229,24590869,万江供电分局,10kV开关,万江F23杨屋线,11183032,11499790
11231,24590871,万江供电分局,10kV开关,万江F23杨屋线,11183034,11183628
11230,24590870,万江供电分局,10kV开关,万江F23杨屋线,11183624,11499788
12754,33685404,万江供电分局,站房电缆头,万江F23杨屋线,11650661,11650660
12755,33685381,万江供电分局,站房引线,万江F23杨屋线,11650676,11650678
12753,33685385,万江供电分局,站房电缆头,万江F23杨屋线,11650667,0
12751,33685384,万江供电分局,站房电缆头,万江F23杨屋线,11650632,11650633
12752,33685403,万江供电分局,站房电缆头,万江F23杨屋线,11650651,11650653
11232,24590879,万江供电分局,站房电缆头,万江F23杨屋线,11499788,0
11243,24591034,万江供电分局,10kV电缆终端头,万江F23杨屋线,11351514,11183551
12749,33685391,万江供电分局,站房电缆头,万江F23杨屋线,11650670,11650671
11244,24591047,万江供电分局,10kV电缆,万江F23杨屋线,11183551,11182918
12747,33685402,万江供电分局,站房电缆头,万江F23杨屋线,11650685,11650908
12748,33685383,万江供电分局,站房电缆头,万江F23杨屋线,11650679,0
11234,24590881,万江供电分局,站房电缆头,万江F23杨屋线,11183628,11183630
11233,24590880,万江供电分局,站房电缆头,万江F23杨屋线,11499792,11183032
11235,24590885,万江供电分局,站房接地刀闸,万江F23杨屋线,11183032,0
11237,24590887,万江供电分局,站房接地刀闸,万江F23杨屋线,11183628,0
11236,24590886,万江供电分局,站房接地刀闸,万江F23杨屋线,11499788,0
12756,33685395,万江供电分局,站房引线,万江F23杨屋线,11650676,11650675
549,11632079,万江供电分局,站房电缆头,万江F23杨屋线,8530365,0
550,11621012,万江供电分局,站房母线,万江F23杨屋线,8529123,8529123
440,11617212,万江供电分局,站房电缆头,万江F23杨屋线,8528410,8528449
547,11632077,万江供电分局,站房电缆头,万江F23杨屋线,8530273,8530284
548,11632078,万江供电分局,站房电缆头,万江F23杨屋线,8530223,8530238
699,11639015,万江供电分局,站房电缆头,万江F23杨屋线,9368498,8531102
700,11639017,万江供电分局,变压器,万江F23杨屋线,9511348,0
698,11639012,万江供电分局,10kV开关,万江F23杨屋线,10100788,9511348
696,11638606,万江供电分局,站房接地刀闸,万江F23杨屋线,11415198,0
